Storm ID,Name,Year,Landfall Code,Coastal Counties within RMW,State,FIPS Code,Landfall Population,2022 Population,Landfalling Housing Units,2022 Housing Units
AL011900,Galveston,1900,LF1,Brazoria County,TX,48039,14861,388181,3070,150595
AL011900,Galveston,1900,LF1,Galveston County,TX,48167,44116,357117,8664,162101
AL011900,Galveston,1900,LF1,Harris County,TX,48201,63786,4780913,12511,1917799
AL011900,Galveston,1900,LF1_Total,Total First ,,,122763,5526211,24245,2230495
AL021915,Galveston,1915,LF1,Brazoria County,TX,48039,16957,388181,"3,737","150,595"
AL021915,Galveston,1915,LF1,Chambers County,TX,48071,4198,"51,288",884,"19,198"
AL021915,Galveston,1915,LF1,Galveston County,TX,48167,48815,"357,117","10,161","162,101"
AL021915,Galveston,1915,LF1,Harris County,TX,48201,151180,"4,780,913","31,514","1,917,799"
AL021915,Galveston,1915,LF1,Matagorda County,TX,48321,15092,"36,125","3,226","19,223"
AL021915,Galveston,1915,LF1_Total,Total First ,,,236242,5613624,"49,522","2,268,916"
AL021919,Florida Keys,1919,LF1,Monroe County,FL,12087,19751.3,81708,3951.7,54862
AL021919,Florida Keys,1919,LF1_Total,Total First ,,,19751.3,81708,3951.7,54862
AL021919,Florida Keys,1919,LF2,Aransas County,TX,48007,2068.2,24944,411.8,16031
AL021919,Florida Keys,1919,LF2,Calhoun County,TX,48057,4593.5,19706,986.1,10863
AL021919,Florida Keys,1919,LF2,Cameron County,TX,48061,35711.6,425208,7112.9,159565
AL021919,Florida Keys,1919,LF2,Kenedy County,TX,48261,0,358,0,196
AL021919,Florida Keys,1919,LF2,Kleberg County,TX,48273,0,30362,0,14024
AL021919,Florida Keys,1919,LF2,Nueces County,TX,48355,22721.8,351674,4710.2,154633
AL021919,Florida Keys,1919,LF2,Refugio County,TX,48391,3926.4,6632,818.4,3378
AL021919,Florida Keys,1919,LF2,San Patricio County,TX,48409,10978.1,69954,2261.1,30506
AL021919,Florida Keys,1919,LF2,Willacy County,TX,48489,0,20143,0,6878
AL021919,Florida Keys,1919,LF2_Total,Total Second,,,,948981,,396074
AL021919,Florida Keys,1919,Total_All,Total All,,,,1030689,,450936
AL071926,Great Miami,1926,LF1,Broward County,FL,12011,14110.4,1947026,3654.6,867215
AL071926,Great Miami,1926,LF1,Collier County,FL,12021,0,397994,0,240238
AL071926,Great Miami,1926,LF1,Monroe County,FL,12087,15994.4,81708,3494.6,54862
AL071926,Great Miami,1926,LF1,Miami-Dade County,FL,12086,102874.2,2673837,24570.2,1095553
AL071926,Great Miami,1926,LF1_Total,Total First ,,,132979,5100565,31719.4,2257868
AL071926,Great Miami,1926,LF2,Baldwin County,AL,01003,25265.4,246435,5670.8,132300
AL071926,Great Miami,1926,LF2,Escambia County,FL,12033,51910.8,324878,11140,149482
AL071926,Great Miami,1926,LF2,Santa Rosa County,FL,12113,13917.8,198268,2920.8,80364
AL071926,Great Miami,1926,LF2_Total,Total Second,,,91094,769581,19731.6,362146
AL071926,Great Miami,1926,Total_All,Total All,,,224073,5870146,51451,2620014
AL041928,Lake Okeechobee,1928,LF1,Broward County,FL,12011,17102.2,1947026,4416.8,867215
AL041928,Lake Okeechobee,1928,LF1,Martin County,FL,12085,0,162006,0,82908
AL041928,Lake Okeechobee,1928,LF1,Palm Beach County,FL,12099,45155.6,1518477,11269.4,720741
AL041928,Lake Okeechobee,1928,LF1,St. Lucie County,FL,12111,7222.8,358704,1843.2,160601
AL041928,Lake Okeechobee,1928,LF1,Miami-Dade County,FL,12086,122914.6,2673837,29402.6,1095553
AL041928,Lake Okeechobee,1928,LF1_Total,Total First ,,,192395.2,6660050,46932,2927018
AL021932,Freeport,1932,LF1,Brazoria County,FL,48039,23857,388181,5308.6,150595
AL021932,Freeport,1932,LF1,Galveston County,FL,48167,67755.4,357117,16368.4,162101
AL021932,Freeport,1932,LF1_Total,Total First ,,,91612.4,745298,21677,312696
AL061933,Chesapeake-Potomac,1933,LF1,Beaufort County,NC,37013,35447.5,44272,7623.7,24539
AL061933,Chesapeake-Potomac,1933,LF1,Bertie County,NC,37015,25951.1,17240,5006.3,8989
AL061933,Chesapeake-Potomac,1933,LF1,Camden County,NC,37029,5454.7,11088,1205.1,4311
AL061933,Chesapeake-Potomac,1933,LF1,Carteret County,NC,37031,17315.2,69380,3846.1,52199
AL061933,Chesapeake-Potomac,1933,LF1,Chowan County,NC,37041,11369,13940,2376,7196
AL061933,Chesapeake-Potomac,1933,LF1,Currituck County,NC,37053,6709.7,31015,1572.4,17179
AL061933,Chesapeake-Potomac,1933,LF1,Dare County,NC,37055,5453.7,37956,1349.6,35267
AL061933,Chesapeake-Potomac,1933,LF1,Hyde County,NC,37095,8343,4576,1836,3167
AL061933,Chesapeake-Potomac,1933,LF1,Pamlico County,NC,37137,9421.1,12381,2030.9,7311
AL061933,Chesapeake-Potomac,1933,LF1,Pasquotank County,NC,37139,19570.5,40938,4294.7,17682
AL061933,Chesapeake-Potomac,1933,LF1,Perquimans County,NC,37143,10399.5,13210,2273.2,6957
AL061933,Chesapeake-Potomac,1933,LF1,Tyrrell County,NC,37177,5281.6,3365,1109.2,2010
AL061933,Chesapeake-Potomac,1933,LF1,Washington County,NC,37187,11819,10828,2353.4,6048
AL061933,Chesapeake-Potomac,1933,LF1,Suffolk city,VA,51800,10592.6,98537,2653.6,40847
AL061933,Chesapeake-Potomac,1933,LF1,Virginia Beach city,VA,51810,0,455618,0,191161
AL061933,Chesapeake-Potomac,1933,LF1_Total,Total First ,,,183128.2,864344,39530.2,424863
AL071935,Yankee,1935,LF1,Broward County,FL,12011,29944,1947026,10561.5,867215
AL071935,Yankee,1935,LF1,Miami-Dade County,FL,12086,205347,2673837,62353.5,1095553
AL071935,Yankee,1935,LF1_Total,Total First ,,,235291,4620863,72915,1962768
AL061938,Great New England,1938,LF1,Fairfield County,CT,09001,412047.6,959768,114134.8,380686
AL061938,Great New England,1938,LF1,Middlesex County,CT,09007,55076.8,164759,16725,76491
AL061938,Great New England,1938,LF1,New Haven County,CT,09009,480142.6,863700,133517.4,370802
AL061938,Great New England,1938,LF1,New London County,CT,09011,123972.4,268805,36380.4,123392
AL061938,Great New England,1938,LF1,Essex County,NJ,34013,836574.6,849477,208293.2,336552
AL061938,Great New England,1938,LF1,Hudson County,NJ,34017,659778,703366,162193,319636
AL061938,Great New England,1938,LF1,Middlesex County,NJ,34023,216103.2,861418,52715,317338
AL061938,Great New England,1938,LF1,Monmouth County,NJ,34025,158432.2,644098,56216.8,270238
AL061938,Great New England,1938,LF1,Union County,NJ,34039,323717,569815,81987.4,211919
AL061938,Great New England,1938,LF1,Bronx County,NY,36005,1368820.4,1379946,327623.4,558005
AL061938,Great New England,1938,LF1,Kings County,NY,36047,2670708.2,2590516,659063,1101441
AL061938,Great New England,1938,LF1,Nassau County,NY,36059,386009,1383726,116514,479297
AL061938,Great New England,1938,LF1,New York County,NY,36061,1885401.6,1596273,505149.2,923302
AL061938,Great New England,1938,LF1,Queens County,NY,36081,1253933,2278029,349362,911957
AL061938,Great New England,1938,LF1,Richmond County,NY,36085,171222,491133,44971.8,184530
AL061938,Great New England,1938,LF1,Suffolk County,NY,36103,190095,1525465,67838.8,580676
AL061938,Great New England,1938,LF1,Westchester County,NY,36119,563035.8,990427,144775.8,394293
AL061938,Great New England,1938,LF1,Washington County,RI,44009,31861.2,130330,11177.8,66432
AL061938,Great New England,1938,LF1_Total,Total First ,,,11786930.6,18251051,3088638.8,7606987
AL131944,Cuba Florida,1944,LF1,Charlotte County,FL,12015,3912.2,202661,1718.4,118233
AL131944,Cuba Florida,1944,LF1,Hillsborough County,FL,12057,208046.4,1513301,64378.8,628454
AL131944,Cuba Florida,1944,LF1,Lee County,FL,12071,19854.4,822453,7063.4,442027
AL131944,Cuba Florida,1944,LF1,Manatee County,FL,12081,29540.4,429125,11193,220656
AL131944,Cuba Florida,1944,LF1,Monroe County,FL,12087,20429.6,81708,6051.2,54862
AL131944,Cuba Florida,1944,LF1,Pasco County,FL,12101,16600.2,608794,5992.6,272025
AL131944,Cuba Florida,1944,LF1,Pinellas County,FL,12103,118810.8,961739,52811,519812
AL131944,Cuba Florida,1944,LF1,Sarasota County,FL,12115,21194.4,462286,9137.4,266141
AL131944,Cuba Florida,1944,LF1_Total,Total First ,,,438388.4,5082067,158345.8,2522210
AL131944,Cuba Florida,1944,DIL_1,South Carolina State,SC,,1986693,"5,282,634","498,408","2,446,724"
AL071944,Great Atlantic,1944,LF1,Fairfield County,CT,09001,452767.2,959768,132956.6,380686
AL071944,Great Atlantic,1944,LF1,Middlesex County,CT,09007,60532.2,164759,20040,76491
AL071944,Great Atlantic,1944,LF1,New Haven County,CT,09009,508903.2,863700,148950,370802
AL071944,Great Atlantic,1944,LF1,New London County,CT,09011,133062.8,268805,41831,123392
AL071944,Great Atlantic,1944,LF1,Barnstable County,MA,25001,41099,232457,25239,166126
AL071944,Great Atlantic,1944,LF1,Bristol County,MA,25005,371409.8,580068,107092.4,245047
AL071944,Great Atlantic,1944,LF1,Dukes County,MA,25007,5654.6,20868,3874.2,17854
AL071944,Great Atlantic,1944,LF1,Norfolk County,MA,25021,352031.2,725531,98546.2,295721
AL071944,Great Atlantic,1944,LF1,Plymouth County,MA,25023,177081.6,533069,68207.8,218627
AL071944,Great Atlantic,1944,LF1,Suffolk County,NY,36103,228864.6,1525465,88712.4,580676
AL071944,Great Atlantic,1944,LF1,Bristol County,RI,44001,26960.4,50360,8572.4,21607
AL071944,Great Atlantic,1944,LF1,Kent County,RI,44003,66091.8,171275,21363.6,76568
AL071944,Great Atlantic,1944,LF1,Newport County,RI,44005,52633.2,84481,16336,43668
AL071944,Great Atlantic,1944,LF1,Providence County,RI,44007,560168,657288,159014.4,277754
AL071944,Great Atlantic,1944,LF1,Washington County,RI,44009,38912.6,130330,14453.8,66432
AL071944,Great Atlantic,1944,LF1_Total,Total First ,,,3076172.2,6968224,955189.8,2961451
AL071944,Great Atlantic,1944,ID1,North Carolina State,NC,,3767745,"10,698,973","915,880","4,892,662"
AL091945,Homestead,1945,LF1,Monroe County,FL,12087,22017.5,81708,6442.5,54862
AL091945,Homestead,1945,LF1,Miami-Dade County,FL,12086,381411.5,2673837,135565,1095553
AL091945,Homestead,1945,LF1_Total,Total First ,,,403429,2755545,142007.5,1150415
AL041947,Fort Lauderdale,1947,LF1,Broward County,FL,12011,70691.3,1947026,30182,867215
AL041947,Fort Lauderdale,1947,LF1,Palm Beach County,FL,12099,104278.3,1518477,41059.4,720741
AL041947,Fort Lauderdale,1947,LF1,Miami-Dade County,FL,12086,426880.5,2673837,153602.2,1095553
AL041947,Fort Lauderdale,1947,LF1_Total,Total First ,,,601850.1,6139340,224843.6,2683509
AL041947,Fort Lauderdale,1947,LF2,Jefferson Parish,LA,22051,87839.2,425884,25158,194761
AL041947,Fort Lauderdale,1947,LF2,Lafourche Parish,LA,22057,41130.8,95870,10629.6,41826
AL041947,Fort Lauderdale,1947,LF2,Orleans Parish,LA,22071,547672.6,369749,162675.1,195627
AL041947,Fort Lauderdale,1947,LF2,Plaquemines Parish,LA,22075,13662.7,22516,3689.9,9793
AL041947,Fort Lauderdale,1947,LF2,St. Bernard Parish,LA,22087,9944.9,44479,4239.5,18330
AL041947,Fort Lauderdale,1947,LF2,St. Tammany Parish,LA,22103,25978.8,273263,20433.4,114357
AL041947,Fort Lauderdale,1947,LF2,Hancock County,MS,28045,11722.1,46094,2812.3,24076
AL041947,Fort Lauderdale,1947,LF2,Harrison County,MS,28047,74090.8,211044,8497.8,94568
AL041947,Fort Lauderdale,1947,LF2_Total,Total Second,,,812041.9,1488899,238135.6,693338
AL041947,Fort Lauderdale,1947,Total_All,Total All,,,1413892,7628239,462979.2,3376847
AL021949,Florida,1949,LF1,Broward County,FL,12011,79519.1,1947026,34250,867215
AL021949,Florida,1949,LF1,Martin County,FL,12085,7655.8,162006,3307.5,82908
AL021949,Florida,1949,LF1,Palm Beach County,FL,12099,111218.1,1518477,44687.8,720741
AL021949,Florida,1949,LF1_Total,Total First ,,,198393,3627509,82245.3,1670864
AL141954,Hazel,1954,LF1,Brunswick County,NC,37019,19654,153064,5751.4,98132
AL141954,Hazel,1954,LF1,New Hanover County,NC,37129,66660,234921,22261.4,120181
AL141954,Hazel,1954,LF1,Georgetown County,SC,45043,32976.4,64722,8758,37350
AL141954,Hazel,1954,LF1,Horry County,SC,45051,63190.8,383101,19854.6,217330
AL141954,Hazel,1954,LF1_Total,Total First ,,,182481.2,835808,56625.4,472993
AL061954,Carol,1954,LF1,Middlesex County,CT,09007,75945.2,164759,26913.2,76491
AL061954,Carol,1954,LF1,New Haven County,CT,09009,591596.4,863700,183478.4,370802
AL061954,Carol,1954,LF1,New London County,CT,09011,161190.6,268805,53099.4,123392
AL061954,Carol,1954,LF1,Suffolk County,NY,36103,432391,1525465,154821.6,580676
AL061954,Carol,1954,LF1,Kent County,RI,44003,91705.4,171275,29961.2,76568
AL061954,Carol,1954,LF1,Newport County,RI,44005,69679.8,84481,21287.8,43668
AL061954,Carol,1954,LF1,Providence County,RI,44007,572495,657288,179321,277754
AL061954,Carol,1954,LF1,Washington County,RI,44009,52746.8,130330,20061,66432
AL061954,Carol,1954,LF1_Total,Total First ,,,2047750.2,3866103,668943.6,1615783
AL061954,Carol,1954,ID1,North Carolina State,NC,,4259619,"10,698,973","1,164,203","4,892,662"
AL051961,Donna,1960,LF1,Collier County,FL,12021,15753,397994,5950,240238
AL051961,Donna,1960,LF1,Lee County,FL,12071,54539,822453,21032,442027
AL051961,Donna,1960,LF1,Monroe County,FL,12087,47921,81708,16721,54862
AL051961,Donna,1960,LF1,Miami-Dade County,FL,12086,935047,2673837,348946,1095553
AL051961,Donna,1960,LF1_Total,Total First ,,,1053260,3975992,392649,1832680
AL051961,Donna,1960,LF2,Beaufort County,NC,37013,36014,44272,11384,24539
AL051961,Donna,1960,LF2,Bertie County,NC,37015,24350,17240,6256,8989
AL051961,Donna,1960,LF2,Brunswick County,NC,37019,20278,153064,6616,98132
AL051961,Donna,1960,LF2,Carteret County,NC,37031,30940,69380,9866,52199
AL051961,Donna,1960,LF2,Craven County,NC,37049,58773,100874,16457,47777
AL051961,Donna,1960,LF2,Hyde County,NC,37095,5765,4576,1903,3167
AL051961,Donna,1960,LF2,New Hanover County,NC,37129,71742,234921,24578,120181
AL051961,Donna,1960,LF2,Onslow County,NC,37133,82706,207298,18648,87540
AL051961,Donna,1960,LF2,Pamlico County,NC,37137,9850,12381,3038,7311
AL051961,Donna,1960,LF2,Pender County,NC,37141,18508,65737,5964,31765
AL051961,Donna,1960,LF2,Tyrrell County,NC,37177,4520,3365,1322,2010
AL051961,Donna,1960,LF2,Washington County,NC,37187,13488,10828,3589,6048
AL051961,Donna,1960,LF2,Horry County,SC,45051,68247,383101,24684,217330
AL051961,Donna,1960,LF2_Total,Total Second,,,445181,1307037,134305,706988
AL051961,Donna,1960,LF3,Fairfield County,CT,09001,653589,959768,208997,380686
AL051961,Donna,1960,LF3,Middlesex County,CT,09007,88865,164759,32426,76491
AL051961,Donna,1960,LF3,New Haven County,CT,09009,660315,863700,212735,370802
AL051961,Donna,1960,LF3,New London County,CT,09011,185745,268805,62100,123392
AL051961,Donna,1960,LF3,Essex County,NJ,34013,923545,849477,299832,336552
AL051961,Donna,1960,LF3,Hudson County,NJ,34017,610734,703366,204800,319636
AL051961,Donna,1960,LF3,Middlesex County,NJ,34023,433856,861418,125347,317338
AL051961,Donna,1960,LF3,Monmouth County,NJ,34025,334401,644098,115619,270238
AL051961,Donna,1960,LF3,Ocean County,NJ,34029,108241,655735,71657,295648
AL051961,Donna,1960,LF3,Union County,NJ,34039,504255,569815,154180,211919
AL051961,Donna,1960,LF3,Bronx County,NY,36005,1424815,1379946,473159,558005
AL051961,Donna,1960,LF3,Kings County,NY,36047,2627319,2590516,875757,1101441
AL051961,Donna,1960,LF3,Nassau County,NY,36059,1300171,1383726,366303,479297
AL051961,Donna,1960,LF3,New York County,NY,36061,1698281,1596273,727424,923302
AL051961,Donna,1960,LF3,Queens County,NY,36081,1809578,2278029,617077,911957
AL051961,Donna,1960,LF3,Richmond County,NY,36085,221991,491133,65156,184530
AL051961,Donna,1960,LF3,Suffolk County,NY,36103,666784,1525465,224451,580676
AL051961,Donna,1960,LF3,Westchester County,NY,36119,808891,990427,254766,394293
AL051961,Donna,1960,LF3,Kent County,RI,44003,112619,171275,35969,76568
AL051961,Donna,1960,LF3,Washington County,RI,44009,59054,130330,23655,66432
AL051961,Donna,1960,LF3_Total,Total Third,,,15233049,19078061,5151410,7979203
AL051961,Donna,1960,Total_All,Total All,,,16731490,24361090,5678364,10518871
AL031961,Carla,1961,LF1,Aransas County,TX,48007,7214.2,24944,2901,16031
AL031961,Carla,1961,LF1,Calhoun County,TX,48057,16719.9,19706,5749.6,10863
AL031961,Carla,1961,LF1,Jackson County,TX,48239,13935.1,15142,4604.5,7048
AL031961,Carla,1961,LF1,Matagorda County,TX,48321,25970.5,36125,9624.8,19223
AL031961,Carla,1961,LF1,Refugio County,TX,48391,10830.8,6632,3719.2,3378
AL031961,Carla,1961,LF1,Victoria County,TX,48469,47223.1,91065,15813.8,39595
AL031961,Carla,1961,LF1_Total,Total First ,,,121893.6,193614,42412.9,96138
AL061964,Dora,1964,LF1,St. Johns,FL,12109,30572.8,306841,11123.6,"133,445"
AL061964,Dora,1964,LF1_Total,Total First ,,,30572.8,306841,11123.6,"133,445"
AL051964,Cleo,1964,LF1,Broward County,FL,12011,452261.2,1947026,178463.4,867215
AL051964,Cleo,1964,LF1,Miami-Dade County,FL,12086,561028.2,2673837,390930.8,1095553
AL051964,Cleo,1964,LF1_Total,Total First ,,,1013289.4,4620863,569394.2,1962768
AL031965,Betsy,1965,LF1,Collier County,FL,12021,27366,397994,11765,240238
AL031965,Betsy,1965,LF1,Monroe County,FL,12087,50458,81708,18726,54862
AL031965,Betsy,1965,LF1,Miami-Dade County,FL,12086,467523.5,2673837,401427,1095553
AL031965,Betsy,1965,LF1_Total,Total First ,,,545347.5,3153539,431918,1390653
AL031965,Betsy,1965,LF2,Jefferson Parish,LA,22051,275141,425884,80842.5,194761
AL031965,Betsy,1965,LF2,Lafourche Parish,LA,22057,62355.5,95870,17191,41826
AL031965,Betsy,1965,LF2,Orleans Parish,LA,22071,610661,369749,205583.5,195627
AL031965,Betsy,1965,LF2,Plaquemines Parish,LA,22075,24002.5,22516,6526.5,9793
AL031965,Betsy,1965,LF2,St. Bernard Parish,LA,22087,41795.5,44479,11532,18330
AL031965,Betsy,1965,LF2,Terrebonne Parish,LA,22109,68530,104786,18358,47808
AL031965,Betsy,1965,LF2_Total,Total Second,,,1082485.5,1063284,340033.5,508145
AL031965,Betsy,1965,Total_All,Total All,,,1627833,4216823,771951.5,1898798
AL091969,Camille,1969,LF1,Hancock County,MS,28045,17380.7,46094,7238.3,24076
AL091969,Camille,1969,LF1,Harrison County,MS,28047,134096,211044,40909.6,94568
AL091969,Camille,1969,ID1,Louisiana State Total,LA,,"3,618,564","4,590,241","1,133,700","2,113,216"
AL091969,Camille,1969,DIL1,Virginia State Total,VA,,"4,396,458","8,683,619","1,398,324","3,685,322"
AL091969,Camille,1969,DIL2,Alabama State Total,AL,,"3,437,042","5,074,296","1,104,962","2,339,582"
AL091969,Camille,1969,DIL3,West Virginia State Total,WV,,"1,761,494","1,775,156","594,975","861,633"
AL091969,Camille,1969,Total_All,Total All,,,13365034.3,20380450,4280108.9,9118397
AL041970,Celia,1970,LF1,Aransas County,TX,48007,9088,24944,4431,16031
AL041970,Celia,1970,LF1,Kleberg County,TX,48273,33341,30362,9624,14024
AL041970,Celia,1970,LF1,Nueces County,TX,48355,239279,351674,74695,154633
AL041970,Celia,1970,LF1,Refugio County,TX,48391,9533,6632,3343,3378
AL041970,Celia,1970,LF1,San Patricio County,TX,48409,47435,69954,15163,30506
AL041970,Celia,1970,LF1_Total,Total First ,,,338676,483566,107256,218572
AL021972,Agnes,1972,LF1,Bay County,FL,12005,79775,185134,30162.4,108675
AL021972,Agnes,1972,LF1,Escambia County,FL,12033,217952,324878,69845,149482
AL021972,Agnes,1972,LF1,Franklin County,FL,12037,7169,12498,3626.6,8561
AL021972,Agnes,1972,LF1,Gulf County,FL,12045,9891,15314,3984.2,9363
AL021972,Agnes,1972,LF1,Jefferson County,FL,12065,8948,15042,2915,6898
AL021972,Agnes,1972,LF1,Okaloosa County,FL,12091,95768,216482,30456.6,103505
AL021972,Agnes,1972,LF1,Santa Rosa County,FL,12113,43150,198268,13792,80364
AL021972,Agnes,1972,LF1,Taylor County,FL,12123,13910,21283,5389.2,11180
AL021972,Agnes,1972,LF1,Wakulla County,FL,12129,7396,35178,3195.2,14598
AL021972,Agnes,1972,LF1,Walton County,FL,12131,16977,83304,7461.2,61083
AL021972,Agnes,1972,LF1_Total,Total First ,,,500936,1107381,170827.4,553709
AL021972,Agnes,1972,LF2,Atlantic County,NJ,34001,185010,275638,76946.8,132147
AL021972,Agnes,1972,LF2,Essex County,NJ,34013,935193,849477,313449,336552
AL021972,Agnes,1972,LF2,Hudson County,NJ,34017,605957,703366,215725.6,319636
AL021972,Agnes,1972,LF2,Middlesex County,NJ,34023,594765,861418,178052.4,317338
AL021972,Agnes,1972,LF2,Monmouth County,NJ,34025,478184,644098,157529.2,270238
AL021972,Agnes,1972,LF2,Ocean County,NJ,34029,249271,655735,122955.2,295648
AL021972,Agnes,1972,LF2,Union County,NJ,34039,539718,569815,176031,211919
AL021972,Agnes,1972,LF2_Total,Total Second,,,3588098,4559547,1240689.2,1883478
AL021972,Agnes,1972,LF3,Bronx County,NY,36005,1472538,1379946,497254.8,558005
AL021972,Agnes,1972,LF3,Kings County,NY,36047,2560180,2590516,898377.4,1101441
AL021972,Agnes,1972,LF3,Nassau County,NY,36059,1407236,1383726,415112.2,479297
AL021972,Agnes,1972,LF3,New York County,NY,36061,1508134,1596273,722633.6,923302
AL021972,Agnes,1972,LF3,Queens County,NY,36081,1984998,2278029,714678.6,911957
AL021972,Agnes,1972,LF3,Richmond County,NY,36085,309681,491133,95762.4,184530
AL021972,Agnes,1972,LF3,Suffolk County,NY,36103,1174879,1525465,354377.2,580676
AL021972,Agnes,1972,LF3,Westchester County,NY,36119,893646,990427,296571.6,394293
AL021972,Agnes,1972,LF3_Total,Total Third,,,11311292,12235515,3994767.8,5133501
AL021972,Agnes,1972,DIL1,Georgia State Total,GA,,"4,809,960","10,912,876","1,582,264","4,539,156"
AL021972,Agnes,1972,DIL2,South Carolina State Total,SC,,"2,628,069","4,988,386","882,923","2,446,724"
AL021972,Agnes,1972,DIL3,North Carolina State Total,NC,,"5,298,163","10,698,973",1768451.2,"4,892,662"
AL021972,Agnes,1972,ID1,Virginia State Total,VA,,"4,774,373","8,683,619","1,582,374","3,685,322"
AL021972,Agnes,1972,ID2,West Virginia State Total,WV,,"1,798,104","1,775,156",627411.2,861633
AL021972,Agnes,1972,ID3,Ohio State Total,OH,,"10,748,890","11,756,058",3594968.2,"5,293,356"
AL021972,Agnes,1972,ID4,Maryland State Total,MD,,"4,081,627","6,164,660","1,314,030","2,559,195"
